text,label
just to be clear it cool for the bitch to get the dick but not if she a dumb bitch and dirty in which case she gets the cliff,offensive
ya it getting hard to normally function in many towns anymore with this ghetto mentality going on everywhere,offensive
wtf you retarded shit claimed trump is authoritarian you made that claim you dumb fuck so give the evidence to the claims,offensive
she sure dropping tons of raghead turds all over germany,normal
they should not have raped the monkeys,offensive
f the evil british empire concentration camp in south africa europe should pay all refugees to leave for uk the future muslim wasteland,normal
there already enough photos of that retarded freak of nature on its twitter page,offensive
kiwiposse <user> the wobh post suggests otherwise it about the hate preacher that radicalises the muslim population once they tip over the <number> of the population threshold the cancer starts to bite no matter how reasonable we will eventually have the muslim ghettos that foment radical islam,offensive
there are many posts on here re muslim refugees rape rape gangs grooming gangs etc so it struck me this is akin to sodom and gomorrah read genesis <number> and think of it in relation to rapefugees i think god did the right thing,offensive
no wonder my twitter account got banned for life the white guilt cucked out faggot ass founder has a bunch third world shithole sand niggers running the show,hatespeech
muslim refugees that are overpopulating our mother europe have a dream to steal rob murder live on welfare and rape our beautiful white women their dream is unfortunately coming true,hatespeech
this idea that jews join the armed services is absurd it a hollywood meme they were not even allowed out of their ghetto pick one,offensive
murdered by illegal immigrant,normal
this dude sits around all day trying to argue with anglin others then probably bitched about targeted harassment all day,normal
lol i see you changed your picture so you can advocate mixing races while using the fellow white people line,normal
<user> may as well put you to good use <user> this is an example of a muslim catfish study it have fun with it but if you want to cry at me for a few more hrs i suppose that would just say some thing no,normal
i bet he was popular in the ghetto,offensive
wewereneverasked daca is clearly not consensual it is abusive to legal immigrants and citizens doctor sekzi <user>,normal
hey you bigot trump supporter white supremacists did not you know that ireland was the original shithole country just look at the facts,offensive
end white supremacy — hole projected on trump hotel consider <number> leftists want to end white supremacy <number> whites by nature are exeptional in many ways <number> therefore only way to ever end white supremacy is to kill all whites <number> leftists therefore are pushing whitegenocide in multiple ways,hatespeech
imagine if we had like pastries instead of genitalia like bro put your chocolate bar into my glazed cake no homo tho,normal
if women made less money for equal work then female unemployment would be <number> and men would be struggling to find work what company would not want to knock <number> or what ever number they are making up now off their labor costs,normal
fun fact of the four islamic halal markets run by muslim immigrants in one of oregon larger cities three were closed down for rampant foodstamp fraud and fencing stolen goods what about the fourth the county shut it down for health code violations including human fecal e coli in kebabs,normal
practicing orthodox jews perhaps but it is common knowledge that hitlers great friend was a butt pirate also common knowledge that hitler had <number> jewish blood in his veins so your heros are faggots and jews,offensive
sure that why sandniggers hate jews totally oh yes we should take someone who is defending the very people who gangrape european women seriously totally no islam needs to die the only good muslim is a dead muslim stop defending them or you too will be one of them,hatespeech
you will blame jews you will blame mgtow you will blame black people you will blame gay people you will blame literally anybody but your dear women you are just as cucked as the sjws are,offensive
so white babies are just magically going to change the society that white babies let happen in the first place if those white babies do the same shit and ignore the same issues your white asses have ignored what do you think are the chances of anything changing,normal
because refugees are classified as technology now,offensive
but i bet they think that sperg retard who shot up the black church was a white hero too fucking retarded to understand the damage he did to their own cause,offensive
if a bus filled sand niggers has one empty seat goes off a cliff it what is that called waste of a seat,hatespeech
<user> he also raped and murdered bob saget in <number>,normal
you just compared east asians to sandniggers,hatespeech
police involvement they raped children to no wonder pak muslims protection was so thoroughly covered up,hatespeech
part of the united nations murderous agenda <number> is the empowerment of women and girls so i would like to ask the un does that empowerment mean being brutally raped abused murdered by illegal muslim invaders stop this war against european women,hatespeech
indeed hud forcing things makes for unnatural movements that said cant go to the projects model that very clearly does not work you cant make a poverty desert and expect violence to go down so what the solution here serious question,normal
erase islam from history hold them accountable maga is simple no,hatespeech
i almost feel bad for her since dindus tend to target blacks who do not go along with the groupthink of blaming da white devil and screeching that wewuzkangz it heartbreaking sometimes,hatespeech
asians only if they squat stock version asians have flat flabby ass which is whiteharam,offensive
need to get on the meatpacking plants and the nail salons too those asians do not have the respect to learn english they do not have a problem taking our money and not ringing it into the register either,normal
why do you think all the arabs want that piece of sand now when they could not be bothered with it before,normal
macron is going to demand that we take scumbag refugees from calais and in return his country will support us in a trade deal a winning majority of <number> million voted against will theresa may,offensive
and obama hung out with white ppl in martha vineyard on holidays not in the ghetto imagine that,normal
it is the white man fault the nigger raped me these people have retard levels that should not be possible,hatespeech
wrong for not throwing the arabs out earlier like <number> and take har habayit fully no one would have blinked israel here to stay,offensive
you just knew this rag head would be all over magic negro day,normal
do not you hate big brained nibbas who insult their own people and say stupid shit for brownie points it not leadership to shut down an amateur talk show even amicably it not even leadership to continue an amateur talk show which one was the leader you retarded fuck,offensive
the looney left liberal sjw cuck a sad delusional weakling brainwashed by the zorg globalist media this degenerate lunatic will just give away our land culture security and way of life whilst watching their own children being raped and killed just as long as they are not called waycist,hatespeech
someone relay this to jessie waters gutfeld on twitter arent you man enough to call the queer running for maryland senate a man or are you afraid of williams dem blowback,normal
brexit un eu india trump maga obama israel cnn projectveritas foxnews microsoft ceo h1b visa indian chinaman freeloader google ceo h1b visa indian chinaman freeloader facebook run by h1b visa indian chinamen freeloaders twitter run by h1b visa indian chinamen freeloaders,normal
the three women refs in the women uconn vs texas basketball game tonight stank despite the crappy officiating the better team won,offensive
i feel really bad for smart hard working black folks who are smeared with a bad rep by ghetto blacks in reality the welfare state and cultural marxism have done more harm to the black family than any event in the past <number> years who is behind this we all know,offensive
might just as well throw niggers and street shitters in there too as long as were going to clean the house lets get it all the first time,hatespeech
i truly did not know that i am a national socialist until gab i always knew racist bigot anti faggot anti antifs fuck sand niggers was in me but socialist i did not know what that really meant,hatespeech
thanks i neither like nor dislike your stance it freedom of thought i believe in the scriptural summation of god word on israel i can see your pov the jewish leaders of the time as jesus fulfilled the prophecy did incite violence against jesus and his followers,normal
q why does hasbara jdif send their flunkies here a because they send their best decepitcons to sites where kike lies still work,normal
paving the kike way goy,hatespeech
with so many switching from twitter to gab they should be known as twitter refugees lol 😎 😃 😂,normal
to be clear <number> of women are begging for it the other <number> are lesbians,offensive
thousands of children in your glasgow constituency are being raped by muslim and gypsy grooming gangs do you have anything to say to them ms sturgeon,hatespeech
oh look b.e.t. just joined hgtv the new tiny ghetto house,normal
he was a master of foreign service advisory board member whatever that is sounds gay at georgetown and within two days georgetown announced that he was terminated bc they are deeply committed to fostering the role of women in international affairs,offensive
further historically people stayed away from asians because they were thought to be dangerous infected etc this had a lot to do with flu strains coming in through the spanish in philippines then chinese workers coming into california when borders were roughly open,normal
are you referencing shit that middle easterners built <number> years ago a that was traveling towel heads not niggers who built it b it still looks like a mud hut compared to anything white men were doing <number> years prior,offensive
if someone comes to america legally but then loses their rights after commuting crimes which keeps them incarcerated in american prisons should not they also be deported since they are not protected by the constitution why fill up prisons with immigrants who did not come here for a better life cleanprisons,offensive
corey booker is a filthy muslim brotherhood piece of shithole,hatespeech
and i have seen asians mexicans and niggers with the same skin color too so they must be the same race,normal
amazing knowing the fear of being stalked makes the headlines imagine being systematically raped and abused by collections of filthy savages that is the lot of the innocent children so brutally defiled whilst our politicians covered it up and moved on,normal
gab is a retarded con game run by <number> year old faggs,hatespeech
i have a dream that one day trump supporters will be able to support their president and country without the threat of abuse and assault by the retarded radical left,offensive
❓ ❓ if the story is that the right wants immigrants because they are cheap labor just how does that work if all of the immigrants are on welfare as far as lefties wanting votes is concerned we already know that illegals do vote,offensive
mr homan told the washington times last july that he wanted to see local officials charged as complicit in human smuggling if they shielded illegal immigrants through sanctuary policies please take jerry moonbeam brown away in handcuffs now,normal
only a face a muslim could love,normal
trump will collapse the economy <number> added to wall street in one year racist lowest up for blacks in history unfit mentally smoked the exam xenophobe married <number> immigrants i clearly see why liberals are pissed,normal
democrats are so brainwashed retarded that this will not register since they have no reasoning skills whatsoever we need a campaign to call them racists and sexists back it messes with their programming,offensive
i am shocked at he fucking refugees in our news media,offensive
muh amnesty and shit this faggot keeps pulling shit out of his ass he must be desperate for people to come to his faggoty ass goon marches,hatespeech
your sick fuck number one i do not and never stick shit up my ass that all you freaks lmfao your funny gay nazis whitesupreamist,normal
house churches are rising up even in spiritually dead atheistic sweden the great message and power of the gospel is unstoppable god unconditional love for us dying for us while we were his enemies is amazing many immigrants are converting in sweden,normal
good morning to everyone except politicians who favor the welfare of illegal immigrants over that of the american citizens they have sworn to protect maga,offensive
where are all the conservative white men where are all the white women defending men from women committing perjury in the divorce courts oh that right they are cheering as men commit suicide screw you bitches look after yourselves mgtow,offensive
just make sure you do not poke your eye out but if you do i will get you a white cane for your birthday,offensive
these politicians should be arrested and tried for hoarding illegal immigrants and letting them run amuck putting legal citizens lives in danger,normal
stupid nigger given grades admissioin to school job degree position he never earned and doesnt have iq for fuck off,hatespeech
this is a newsweek journalist threatening harassment of the mothers of political dissidents that refuse to talk to him,normal
gab day i think it a great day to get the word out to all of our friends family coworkers and fellow countryman about where to find a real uncensored free speech community to replace that globalist internet spying ghetto called twitter let make today gabday,normal
took my first trip into town today after getting over the flu on the drive in i had to go through a sh*thole <censored> muslim ghetto but i was delighted to see a new shop a polish pork butchers nice one,offensive
and the new polish pork butchers was not just a small discrete shop tucked at the back of the muslim ghetto it a bloody supermarket with a giant plastic grinning pigs head over the door i must get a pic,offensive
greatest hope for mankind is to reach out to muslims who have not yet been enlisted to violence,normal
pigskins are cannibalistic mentally ill no wonder they are too retarded to breed,hatespeech
thats not an argument the imbalance we see with american boys shying away from useful college degrees is going to lead us to import more and more asians that have the skills to fill the labor market demand,normal
fuck you your the bloody communist faggots q qanon fakenews thestorm twatter twitter maga greatawakening,hatespeech
i think it more white leftist need to help the poor that leads to the help the minorities bit i do not see anyone pushing to save the asians unless they are literally starving living in bone crushing poverty in some southeastern asian country,normal
where can one get this image in full resolution its the perfect emoji to use when a leftist retard says something ludicrous all the time that you can not get enough of go on amuse me more <user>,offensive
promoting violence or engaging in political violence is not helpful we do not have the numbers or the support to engage in illegal activities such acts of violence are futile and gives more ammunition for our enemies to dehumanize us,normal
do not they cut hands or fingers off for theft in sand nigger land we should do that here since they are stealing our country,hatespeech
i can talk to whoever i want faggot,offensive
😂 😂 😂 so now there is straight cancer i guess there is homosexual cancer too what next,offensive
<user> need to crack that bitch off and let er float free,offensive
too bad you are such a retard and you muted me cuz i caught you saying dumbass shit,offensive
yes so if you hate faggots but are not a faggot yourself god will like that you hate faggots because surprise god hates faggots you are a heretic and you are damned,hatespeech
miss lindsey is john mccains boy toy miss lindsey is a demented faggot,offensive
i blame gamers for convincing the mentally retarded that you can customize your gender like a character build gamergate,offensive
kick all illegal immigrants out they do not belong here they have no business being here we owe them nothing,hatespeech
i only watch porn that has a white cop shooting niggers or beating them with nightsticks or tasers 🤔,hatespeech
this is typical of so many uk schools full of blacks and asians,normal
youth homicide almost all black on black to the point they have a police squad dedicated to it called trident the same with youth violence blacks,normal
we have the most generous immigration policy but what is a concern is when illegal immigrants come and undermine a variety of the systems that work in order to make our society function madeleine albright,normal
it the illegal immigrants who poison the well for everyone steve wright,offensive
taxpayer dollars should not be used to reward illegal immigrants who break into this country we are being taken advantage of,normal
its a sociology class what did you expect they are the laughing stock of every liberal arts department because their subject is retarded marxist ideology factory and they know it,offensive
politically correct moron justin trudeau of canada who passive aggressively criticized the u.s. for their temporary immigration ban from muslim majority nations told salvadorans not to come to canada shows you what liars and hypocrites social justice warriors are,normal
patrick henry ‏ <user> 6 h <number> hours ago more democrats are placing illegal immigrants ahead of legal u.s. citizens they are willing to hurt over <number> million legitimate citizens in order to give amnesty to a few hundred thousand illegal aliens democrats truly hate america,normal
fascism makes the goyim rich communism make the jews rich that why capitalists who want that wealth spreads with equality among youth again through the gold standard are vilified as fascists by the jews the czars of russia were the last defenders of evil fascism,hatespeech
how does it feel selling your country out to foreigners and having your daughters raped in the name of anti racism lol you e the laughing stock of the world there is nothing honorable about being a bunch of cucked sand nigger loving faggots i hope you all die,hatespeech
for the record i do not think it can be denied that jews are nepotistic and intelligent with a strong in group preference what bothers me is that they will not allow anyone else the same priviledge,normal
no niggers are niggers no matter where you find them precisely because they are niggers not that they have not been helped to be even worse through the guidance of jews,hatespeech
can anyone explain why liberals especially liberal women love islam,normal
why are only white nations being invaded buy non white immigrants,normal
i think most of those women do not have men at home that is their problem,normal
my excuse is that i am not like your trailer trash whore mom that needs to fuck another toothless methhead fat redneck to feed bastards like you,offensive
i like my fascist freedom of speech as jews call every word that a non jew says to suppress his liberty just the way it is jews because your satanic diversity of opinions has brought us this,hatespeech
y know how rich black athletes move from the ghetto into the mansion district and immediately try to turn their new neighborhood into an upscale ghetto that is exactly what the liberals migrating to fl are doing turning it into a purple state go back to your liberal northern shit holes,hatespeech
the feminist movement does have things to say about the islamification of the west things like how much they love islam and how great it is to them,normal
this is only proof that liberal women are never ever satisfied you feed a fee and another and another show up wanting more,offensive
can i say ghetto rat on here because i got put in twitter jail for calling a guy a ghetto rat after he called me a white privilege cracker nothing happened to him though nope not a thing,normal
a failed government which puts immigrants 1 st and it own tax payers last welcome to australia in <number> ausfam auspol ausfam auspol ausfam auspol australia,offensive
wow i love this premier content of you calling people faggots all day it a clear sign of intellectual dominance,normal
this use to belong to wethepeople now it belongs to the <number> undocumented illegal immigrants and their families soon they will tell us we are the invaders maga buildthewall now trumprealnews releasethememo wethepeople thestormishere,offensive
mentally ill just like their muslim brothers n sisters,offensive
trump had more fat women walking in one day today than michelle obama was able to do in <number> years educating liberals <user> 😂 😂,offensive
rt realdonaldtrump great to see how hard republicans are fighting for our military and safety at the border the dems just want illegal immigrants to pour into our nation unchecked if stalemate continues republicans should go to <number> nuclear option and vote on real long term budget no c.r.,normal
potus great to see how hard republicans are fighting for our military and safety at the border the dems just want illegal immigrants to pour into our nation unchecked if stalemate continues republicans should go to <number> nuclear option and vote on real long term budget no c.r.,normal
muslim criminals invading and taking over canada,offensive
as the only white man on earth who can actually think you can imagine how painful everyday life in this miserablist of all jewtopias is for me sharemypain,offensive
no retard most of us have the iq points to know the difference between a generalization and a universal or what hyperbole is thank you for chiming in to provide another example of hysteric boomer faggot to go with the other one,offensive
twitter didnt like ne say we neved had knifings etc before the muslim infestation been locked out for <number> hours 😀 😀 😀 😇 😇,offensive
<user> twitter is a decrepit ghetto for leftist failures,normal
push out white babies,normal
how could we ever lose the narrative with these borderline mental retard nazi on our side,offensive
you are still an insufferable snow nigger and indian americans earn more than you trailer trash red necks get fucked 😁,offensive
<user> he threw up a nazi salute there not amount of interpretation when it comes to the masses there is zero doubt in my mind richard spencer participated in a cointel plot to steal the news cycle from trump possibly incite further violence,offensive
the democrats should know better than to put illegal mexican immigrants ahead of american citizens is absolutely appalling to cause the government shutdown banimmigration,offensive
they do but they have some lame ass idea that they can benifit from it as its replaced and they are just dumb enought to think this time they will get it right they are just as retarded as you but arguably better at murder just saying,offensive
clueless marxist indoctrinated pussy hat women have no clue as to the pain they may cause as they parrot cultural marxism study cultural marxism people read study hard know your enemy it moves silently and unseen by most,offensive
in the current saga of feminism cannibalizing itself where black and mestiza women are attacking white women one complaint is that more attention wasn t given to a retarded film called mudbound lmao white women we welcome you to join the alt right whitefeminism,offensive
chain migration when an immigrant to the united states sponsors other family members for admission – such as parents children and siblings – who can then sponsor other immigrants themselves and so on …,normal
oh sh kitty show me your muslim rage pleezz,offensive
why do americans believe that refugees should come first over americans,normal
stay mad ma snow nigga your women love that non white dick while you all stay cucked with your low sperm count and number of white babies dwindle 😉,hatespeech
even nigger parents do not want their nigger kids going to schools with large numbers of nigger teachers and nigger students,hatespeech
sound like you know this egyptian game we play now catfish was muhammad a pedophile for fucking his <number> year old wife yes or no will do but muslim like rage will speak just as loud,normal
southafrica is proof whites built a beautiful and safe country the us is proof look at auto industry detroit look at steel mill towns look at every nice neighborhood and city turn to trashed out ghettos when blacks move in truth is not racist its truth,hatespeech
i smell taqiyya tacos do you guys smell that too most likely not a white dude smells like a muslims work all day long,offensive
she lusts for the white seed on her taco that basically it,offensive
our first divorce that crazy bitch before it too late,offensive
teachers control education you were in the classroom the students were listening to you if you taught them to be retarded communist idiots that all on you maestro,offensive
yeah but it not stopping the chinese women it better if the chinese women get there before the black women for sure,offensive
well i am not but you still sound like a muslime only muslimes rant like total maniacs when it comes to tha jews,hatespeech
how illegal immigrant dreamers amassed political power to force government shutdown,normal
what does this fat ass jew have against white people should not white people be concerned with the browning of america he is a pure left wing ass,offensive
ok that wasn t exactly a sand nigger just average african nigger not to be confused with closely related american cousin and that also not a camel but never the less wtf,offensive
innocent refugees are just looking to work hard and haiti has some wonderful opportunities in construction and skilled trades also bartending for past their prime celebrities on vacation is a hot trend conaninhaiti,normal
<number> to <number> seems about right as a general rule about left vs right violence as well,normal
yeah they are not making fun tho they are acting like he legitimately meant cp and it making them look retarded and making people who are not joking about it look retarded and people who actually argue with them look retarded lol twitter is just a mess lately,offensive
it does amuse me that they can dish it out all day but they can not take it especially <user> that faggot has zero testicular fortitude,offensive
lol no roses in filthy chicago city now just a rich ghetto,offensive
a mother who tells her child to play with a diseased child look i know they did not have iphones and computers back then but they were not retarded for fucks sake,normal
how boomers let jews loot the usa,normal
america always was and always will be a white mans land all the jews and mud must leave or be forced out,hatespeech
blacks spanics women unemployment the lowest in decades in the usa how about white men unemployment i guess those does not matter <user> ‍,offensive
tom cotton ‏ i keep hearing democrats say the shutdown is about lots of issues translation the shutdown is about illegal immigration we have realized it massively unpopular to prioritize interests of illegal immigrants foreigners over american citizens,normal
east asians do not recognize nigroids as fully human wont say it in public they get pissed off when ppl marry other even east asians muddling south asians are niggers of asia with their flat noses and low iq the genomes inherently recognize quality,hatespeech
well good i thought the damn thing was gay as soon as i saw it fuckn water bottles laptops guns chainsaws what weirdo is going to shove thatuch shit into that ugly ass vest hell he needs to advertise to isis with the dumb ass mess of a vest,offensive
i no longer advocate immigration from anywhere this plan for us to accept immigrants is insidious,offensive
i know history i know brother wars my family has fought brits and yankees i am over it only a kike would gloat over the deaths of whites i hope you are gang raped by a pack of abos,hatespeech
pure and utter jewish behavior yes everyone who laughs and makes fun of your retarded ass is engaging in behavior you have said nothing of consequence because you have no logical leg to stand on you are fertilizer you just do not realize it yet faggy tough guy routine ahahahahahahahaha faggot,hatespeech
ah k white nationalism is perfect and infallible and you are a cuck faggot who takes it up the ass from blacks if you disagree in any way that seems to cover it,hatespeech
rt queeniessoapbox seems following retweeting someone is far more serious sinister than a defining your entire existence by a 7 th century book which promotes violence intolerance bloodthirsty terrorism as well as misogyny murder who knew <user>,normal
i gave my wife a cream pie and it did not come out for days she an anal retentive bitch,offensive
if i were kurdish in germany i would be joining them the kurds are sick and tired of arabs and those who are violent and the kurds are the best fighters after koreans in the world,hatespeech
watching anime with my sister noticed the school setting is really fancy and everything is nice me you know why everything is so good there are no blacks her dies laughing you are so racist,hatespeech
the mentally ill snow nigger is you gabbing at me everyday to get a taste of my curry cock and then pretend like you do not enjoy it it like every racist nazi homophobe that has been caught getting fuxked by a black homo,hatespeech
jewish denials are worthless when the head of israel government fails to adequately protect women from sex criminals even in his own inner circle it is sad but not surprising when israeli children even pre pubescent ones fall victim to sexual predators such as in the shmuel case,offensive
uh because women are slow did they let them ask the audience for the answers or make phonecalls too,offensive
i am certain that these klowns are going to try to knot me up when i leave this wretched state i just saw the retard who tried to bait me and burn the house down at the dmv today f*ck <censored> it i will roll like furiosa witness shiny and chrome,normal
hrc wants undocumented immigrants to all have drivers licenses so they can vote this is how <number> million stole the popular vote from <user> wikileaks org podesta emails …,normal
what kind of brzen hapless faggot uses an expression like there no big there there,hatespeech
<user> <number> so what is the jewish plan when the globalist and zionist clash with each other how many aryans caucasians europeans and other white and non jewish nations are going to be conscripted to fight and die in this next war <number>,normal
comic book readers prove no fan of progressives dismal sales marvel cancels all lgbtq queer culture feminist illegal immigrant black lives matter social justice themed comics gab gabfam speakfreely chat americans,normal
<user> ‍ <user> ‍ oh shit jews in charge of this too conspiracy,normal
the media talks about supposed over representation of white people in everything from corporations to laboratories nobody says blacks are over represented in the nba and apparently nobody is allowed to say that jews are over represented in the media and let not even mention banks,offensive
what <user> ‍ did was big he followed by a lot of israel first cuckservatives many heard accurate criticism of jews for the first time in their lives because of nehlen some unfollowed but some will begin to question,offensive
not unless white boys in rural kentucky counties are turning muslim,normal
even in my younger retard liberal years i was always against abortion never seemed right to me,offensive
i am hoping hillary and o think trump will not press charges so o dosent pardon her trumps new team can put that bitch and all the rest away,offensive
yep we need a way to control our women remotely,offensive
from the sky <number> bringing back the great king of the asians turkey is asia minor before and after mars reigns supreme before and after wars mars is the god of war,normal
hilarious insult i just saw on pol if i had a satoshi for every time you shills shitposters made a dumb frankpost i would be able to afford a helicopter off the deep web and throw each and every one of you insufferable faggots off into the middle of the ocean,offensive
dog is retarded he bit himself while scratching i need to get him some smart food lol,normal
we can never have this as long as there are blacks jews spics muslims and asians,offensive
life a bitch then you die sums it up for everyone 😋,normal
that is about the most faggot ass looking shit a man could wear bet ya any sumbitch that dons this bs is packing a man purse too,hatespeech
the players can not say anything political in theory but no boundaries for the advertisers that add to coffers already filled with taxpayer funding a <number> predominantly white fan base supports a <number> black entertainment industry,offensive
those we should care for before we worry about any illegals or refugees elderly handicapped veterans children homeless not necessarily in that order either please feel free to add any groups i inadvertently missed,normal
in portland we have had alotta businesses have to put up walls where doors once were to combat chronic shoplifting which increased as the liberals spread their foodstamp ghetto culture here in the hopes of making everything all better,offensive
abraham himself was evil why are they not his seed just because the jews reject something does not make it not theirs look at you you are a white man rejecting traditional european faith does that suddenly make odin not a white god,normal
fuck the nigger bowl,hatespeech
kloof samenleving zij die islam naïefweg vergoelijken en onderdanig aanvaarden de linkies dus meerderheid in msm de rozemutskes de trado politici … en zij die religieus fascisme weigeren onderdrukking en segregatie afwijzen opkomen vr onze vrijheden maak uw keuze,hatespeech
canadastan jihadi justin caliphate,offensive
i can not resist feeding you troll things do not spring into being from knwledge of them they exist before learning what they are like you were a retard long before i met you see,offensive
not happy w trump disavowing altright nazis nothing can be further from the truth spencer whoever is just obama cia plant trump border wall refugee vetting intent ending sanctuary cities are viewed as racist by left will he backtrack now maga presidenttrump newyorkvalues,normal
are arabs just a weird mix of niggers and central asians,normal
national capitalism now no wanting people to have money is hatespeech and stop calling it national capitalism we jews decided political dissenters of zionism should call themselves national socialists so that conservatives and christians capitalists never listen to them,offensive
mulattoes are neither white nor black fact it the reason mulattoes were considered colored in america when america was still sane and it the reason haitian blacks exterminated the mulattoes after the revolution there is no place for you anywhere which is why miscegenation is abhorrent,offensive
you are white as snow hence snow nigger you dumb fuck dont worry about my kids is your limp dick even working are you making enough sperm faggot dont waste your time trolling snow nigger you are running out of time,hatespeech
no one is talking about that it about civility and respect disagree all you want but do it right you know stuff that men did until they became brainwashed by the liberals into thinking women should be treated like men,hatespeech
if illegal immigrants come here to take part in the american dream to work really hard then why do not they work hard to become a legal citizen hm,offensive
mexico deports more central american illegal immigrants than we do and regulates legal immigration by race canada will not even let someone with a dui enter their country to visit – and you will need a net worth exceeding <number> million if you realistically want residency there i,hatespeech
c mon dude that retarded china is huge and has <number> 4 b ppl that insanely stupid,offensive
you mean david seth kotkin the jew drugged and raped a young white woman shocker,offensive
typical nfl protester most likely prone to violence and debauchery acts self righteous two minutes then hops in back of limo with three hookers after game,offensive
and i have had enough of african women like afua hirsch living in my country end racism forever separate the races,offensive
this is the faggot crying about being harassed by nazis unbelievable,hatespeech
<user> look at the video spencer did not do a nazi salute a few in the audience did spencer is not responsible for the audience you are buying into the msm narrative here,normal
<user> white nationalists warning <number> demographic shift towards non whites brings a culture that is intellectually and morally inferior <number> with demographic shift comes affirmative action immigrant ghettos declining educational standards <number> immigration should be restricted to people of european ancestry thanksforfollowing gabfam,normal
if you are more worried about trump prosecuting hillary than you are about him fixing the mess the retarded kenyan left you are doing it wrong,offensive
just like cuckolding white european countries with a jewish religion is a ok,offensive
canada is run by the retarded asshole justin trudeau who is turning it into a frozen islamic shithole,hatespeech
retarded x <number> asshole x <number> justin trudeau retarded asshole,hatespeech
shapiro is born and raised in cali his business is in la hes just your typical upper class privileged white man that lives far away from the immigrant community he probably grew up in a jewish bubble in the burbs just like many brooklyn jews,offensive
look you want to make this war with islam about skin just like muslims want you to but if you want to cry about mu skin i cant stop you but you should look up what the muslim brotherhood had to say about racial tension,normal
i was talking to normal adults then you barged in acting like a homosexual maybe if you didnt act like a queer i would not call you one like i said lay off the drugs for <number> days then we can have a discussion ok cheech,normal
subscribe to my channel faggots <number> youtube com c drezekiel,offensive
you are better off away from twitter it is a cesspit of retarded zombies gab is growing daily it a good place to be it will soon take over twitter,offensive
so i am an idiot because jews murdered their own creator and since he does not hate jews for murdering the son of god i am an idiot,offensive
source tells utt training video for super bowl security tms shows white females as suspicious persons somali muslim as pass holder with access to secured areas when u believe islam is not the problem this is what u get shariakills maga banislam bansharia <user>,normal
suspended from twitter for bullshit free speech does not exist on twitter or youtube porn bestiality and worse okay on both insult islam and go to twitter jail fuck jack and twitter,offensive
oh cry me a river btw jack and mark are total faggots who sell your info to the every tom dick and harry i know i used to help them do it,offensive
barry o <number> with crazy mohammedan louie farakhan rubbing elbows with the guys that openly say they want to kill all white people and enslave the world,normal
<number> white people who wanted to be black which was less than <number> we called them white negroes they wanted to be part of black culture in the ghettos we never dreamed that ghetto culture would be praised as better than european by liberals,offensive
we need to make some remakes of old films and replace classical music with rap music and be sure and have black men making love to white women cause that will get all the black men to come and watch the ghetto movies,offensive
senator schumer chose illegal immigrants who are in violation of the law of the land over legal law abiding citizens of this country never forget,normal
hey guys i just saw the greates name for don lemon ahem nigger cunt,hatespeech
i have heard that and have read that verse in the bible that is arabs muslim is a religion and muhamid is the prophet of alah the koran is their book which is not of the god of abraham,normal
cowardly actions by the pussy brits men let their women be gangraped by moslim animals should change countrys name to cuckland,hatespeech
gab removes the biggest political story in american history but keeps this retarded bitcoin crap up priorities bbviously bitcoin is far more important to the management than the entire top leadership of the fbi doj etc trying to overthrow the government and end our democracy sure hope everyone invested loses everything,offensive
if you were a real programmer you d know some of the jews who wrote all the crypto related foss you use to make it easy for goyim to run up the price for them to sell high but you are a little script kiddy bitch,normal
ok watching the kelly bitch on fox showing the altright group some members giving the salute exposure red pill baby <number>,normal
because he was a sand nigger and all sand niggers are disgusting animals sub human filth every last one,hatespeech
a face that deliberately needs bitch slapping,offensive
trump proved his love of america when he chose to not take money and worked in the white house during the shutdown recently fuck the dems they are so retarded now they are blindly walking into a trap hahaha,offensive
an aids of faggots,hatespeech
if you have a daughter will you name her sandy you know as in sand nigger,hatespeech
competing racial groups like black teams versus white teams,offensive
<user> drop the islaminbreeding redpill they pretend hillbillarys are inbreed retards but love the <number> actually horribly inbreed muzzie filth lesshumanthanhuman,normal
you sound like a 7 th centurie ad muslim from egypt shut up cryingman,normal
the neo pagan classical alt right will worship a genderqueer odin a gay hitler and the 3 rd season of the wire on blu ray gonna be big,normal
it some weird shit with a negress dominatrix and incest and such i linked the trailer to the movie,offensive
a sure way for ghetto boys and hos to come into money,normal
nation of islam they wear b ties,normal
more red pills for women more hayek for women more duckduckgo for women liberallogic,normal
people today treat harmless stuff like cat called and wolf whistle as sexual harassment in the meanwhile real rapists get a free pass because of muh diversity this is why feminazi countries like sweden have turned into rape capitals,normal
bring back the likes of pope urban ii so we can have it out w the muzzies and kill the jews in the process w absolute immunity how can you not see the appeal of this life was better then,hatespeech
so what have you alt right anti semitic homophobic beta cucks done but cost votes and give the left their bogey men ps none of you are alpha males you are beta cucks who virtue signal by calling people gay to hide all the dicks you cram down your throats,offensive
<user> one small criticism about stats and jews ashkenazi jews have <number> more points in iq yes but they are only <number> of the population do the stats white people have more geniuses than jews have people if you can call them people this is clearly nepotism,hatespeech
yeah that really cool and all but it turns out women niggers spics jews arabs asians and boomers also vote,hatespeech
<number> out of <number> m british women in the uk 🤔 i think i will go with anon on this one,normal
this nazi should have died <number> yrs ago why is he still breathing,normal
