post_tokens,toxic_tokens,post_label
"['im', 'just', 'gonna', 'say', 'it', 'nigger']","[0, 0, 0, 0, 0, 1]",hatespeech
"['yeah', 'do', 'not', 'know', 'why', 'everyone', 'on', 'this', 'site', 'hates', 'gay', 'people', 'so', 'much', 'more', 'women', 'for', 'me']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'sorty', 'rag', 'head', 'we', 'dont', 'impeach', 'because', 'u', 'dont', 'like', 'election', 'results', 'u', 'want', 'change', 'do', 'it', 'at', 'the', 'ballot', 'box', 'now', 'onur', 'knees', 'to', 'king', 'trump', '<number>']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['spic', 'nigger', 'chink', 'are', 'just', 'three', 'examples']","[1, 1, 1, 0, 0, 0, 0]",hatespeech
"['bitches', 'and', 'burritos', 'my', 'fav', 'combo']","[1, 0, 0, 0, 0, 0]",offensive
"['<user>', 'we', 'all', 'are', 'jihadis', '😂']","[0, 0, 0, 0, 1, 0]",offensive
"['fuck', 'you', 'all', 'faggot', 'ass', 'niggas']","[0, 0, 0, 1, 1, 1]",offensive
"['it', 'always', 'women', 'trying', 'this', 'shit', 'like', 'dingbat', 'dingell', 'and', 'joe', 'manchin', 'not', 'a', 'single', 'woman', 'should', 'be', 'allowed', 'to', 'serve', 'in', 'congress']","[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['foolish', 'women', 'removing', 'their', 'mangalsutras', 'themselves', 'what', 'else', 'to', 'xtian', 'n', 'muslim', 'men', 'want']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['why', 'does', 'vanity', 'fair', 'have', 'a', 'sheboon', 'on', 'its', 'cover', 'did', 'it', 'merge', 'with', 'national', 'geographic', 'vanity', 'fair', 'serena', 'williams', 'alt', 'right']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['i', 'had', 'said', 'before', 'and', 'how', 'most', 'fast', 'we', 'could', 'got', 'the', 'impeachent', 'will', 'be', 'best', 'becuse', 'it', 'necessary', 'rebuild', 'our', 'respect', 'as', 'nation', 'revalue', 'our', 'people', 'and', 'country', 'back', 'to', 'invest', 'in', 'science', 'and', 'finished', 'this', 'violence', 'with', 'a', 'new', 'politic', 'of', 'drugs', 'and', 'crimes']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['girl', 'shut', 'up', 'i', 'know', 'you', 'like', 'the', 'gays']","[0, 0, 0, 0, 0, 0, 0, 0, 1]",offensive
"['ovomits', 'a', 'nigger', 'and', 'a', 'half', 'nigger']","[0, 0, 1, 0, 0, 0, 1]",hatespeech
"['we', 'are', 'officially', 'getting', 'rid', 'of', 'the', 'name', 'inde', 'bc', 'it', 'kinda', 'gay', 'and', 'changing', 'it', 'to', 'incandescent', 'which', 'is', 'also', 'kinda', 'gay', 'but', 'hopefully', 'less', 'gay', '😎']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['jesus', 'fucking', 'christ', 'you', 'are', 'dumb', 'the', 'white', 'population', 'is', 'at', '<number>', 'and', 'falling', 'owing', 'to', 'immigration', 'sad', 'dumb', 'clueless', 'boomer']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['would', 'some', 'canadian', 'patriot', 'please', 'maroon', 'this', 'faggot', 'on', 'an', 'ice', 'floe', 'before', 'he', 'totally', 'destroys', 'your', 'country']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]",offensive
"['<user>', 'de', 'britney', 'bitch']","[0, 0, 0, 0]",normal
"['we', 'really', 'finna', 'elect', 'biden', 'with', 'the', 'appalling', 'amount', 'of', 'rapey', 'advances', 'he', 'made', 'on', 'camera', 'with', 'literal', 'children', 'damn', 'lmfao']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'sickest', 'men', 'always', 'quick', 'to', 'shower', 'cursed', 'women', 'with', 'gifts', 'and', 'affection', 'but', 'look', 'at', 'a', 'mother', 'with', 'her', 'kids', 'in', 'disgust', 'broke', 'bitches', 'and', 'all', 'their', 'damn', 'kids', 'this', 'started', 'when', 'the', 'dick', 'cults', 'destroyed', 'mother', 'temples', 'and', 'fashioned', 'whores', 'to', 'worship', 'same', 'shit', 'same', 'retard', 'genes']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",offensive
"['besides', 'i', 'am', 'irish', 'white', 'nigger', 'spud', 'nigger', 'shamrock', 'nigger', 'leprechaun', 'nigger', 'potato', 'nigger', 'the', 'nigger', 'list', 'towards', 'the', 'irish', 'is', 'long', 'and', 'creative', 'we', 'worked', 'harder', 'and', 'treated', 'worse', 'than', 'blacks', 'and', 'we', 'dont', 'cry', 'a', 'river', 'over', 'a', 'word']","[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['diac', 'detention', 'center', 'is', 'correspond', 'to', 'the', 'same', 'place', 'equally', 'in', 'the', 'transgender', 'and', 'heterosexuals', 'also', 'gay', 'diac']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]",offensive
"['sterling', 'is', 'a', 'fucking', 'retard']","[0, 0, 0, 1, 1]",offensive
"['i', 'hope', 'this', 'bitch', 'has', 'gone', 'to', 'jail', 'for', 'this', 'picture', 'speakfreely', 'gab', 'feminismiscancer']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",offensive
"['i', 'think', 'the', 'one', 'she', 'replaced', 'was', 'actually', 'a', 'conservative', 'and', 'the', 'show', 'kike', 'producer', 'replaced', 'her', 'for', 'that']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",hatespeech
"['lolz', 'particularly', 'relevant', 'since', 'nigger', 'alex', 'haley', 'appropriated', 'the', 'story', 'of', 'roots', 'from', 'a', 'white', 'man', 'to', 'begin', 'with', 'i', 'did', 'an', 'intensive', 'research', 'essay', 'on', 'the', 'subject', 'that', 'ended', 'up', 'with', 'my', 'near', 'suspension', 'from', 'university', '<user>']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['lol', 'i', 'tell', 'ya', 'what', 'now', 'your', 'going', 'old', 'school', 'i', 'have', 'not', 'heard', 'tarbaby', 'in', 'a', 'long', 'time']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['i', 'would', 'have', 'to', 'look', 'up', 'shabbat', 'goy', 'to', 'see', 'what', 'that', 'means', 'but', 'i', 'understand', 'retard', 'so', 'may', 'be', 'that', 'means', 'i', 'can', 'not', 'be', 'one', 'or', 'would', 'a', 'retard', 'actually', 'know', 'they', 'are', 'a', 'retard', 'in', 'any', 'case', 'god', 'bless', 'them', 'all', 'and', 'everyone']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['be', 'honest', 'that', 'move', 'down', 'to', '<number>', '8', 'k', 'with', 'bitmex', 'going', 'down', 'was', 'ghetto', 'af']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['ira', 'because', 'i', 'cannot', 'get', 'behind', 'christians', 'killing', 'christians', 'without', 'fellow', 'white', 'people', 'involvement', 'especially', 'considering', 'the', 'ira', 'never', 'once', 'said', 'a', 'bad', 'word', 'about', 'infinite', 'nigger', 'migration', 'and', 'the', 'rapes', 'that', 'came', 'with', 'it']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['i', 'fucking', 'hate', 'my', 'aunt', '🤣', 'she', 'thought', 'the', '<user>', 'commercial', 'said', '“', 'arby', '’', 'we', 'have', 'the', 'meat', 'sweats', '”', '😭', '😭', '🤣', '🤣']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['ask', 'anglin', 'he', 'likes', 'kissing', 'little', 'nigger', 'boys']","[0, 0, 0, 0, 0, 0, 1, 0]",hatespeech
"['man', 'said', 'dark', 'skins', 'should', 'be', 'raped', 'and', 'we', 'should', 'accept', 'his', 'apology', 'because', 'he', 'apologised', 'before', 'brudda', 'u', 'should', 'be', 'kweffed']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'when', 'jesus', 'was', 'born', 'they', 'were', 'not', 'refugees', 'they', 'went', 'to', 'bethlehem', 'from', 'galilee', 'for', 'a', 'census']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['one', 'of', 'the', 'stupidest', 'things', 'a', 'plug', 'can', 'do', 'is', 'skimp', 'a', 'nigga', 'that', 'knows', 'where', 'he', 'lives', 'ima', 'knock', 'you', 'off', 'every', 'time']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['<user>', 'first', 'kill', 'all', 'this', 'pot', 'bellies', 'politicians', 'and', 'use', 'ogun', 'swear', 'for', 'the', 'new', 'ones']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['trumps', 'calls', 'shitskin', 'countries', 'shitholes', 'and', 'is', 'lauded', 'as', 'a', 'hero', 'hillary', 'called', 'blacks', 'super', 'predators', 'but', 'is', 'still', 'a', 'villain', 'the', 'power', 'of', 'kike', 'brainwashing']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",hatespeech
"['public', 'service', 'announcement', 'god', 'hates', 'niggers', 'and', 'jews']","[0, 0, 0, 1, 1, 1, 1, 1]",hatespeech
"['where', 'terry', 'a', 'davis', 'when', 'we', 'need', 'him', 'to', 'expose', 'this', 'whiny', 'rat', 'as', 'a', 'vicious', 'cia', 'nigger', 'attemting', 'to', 'bring', 'communism', 'in', 'america']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",hatespeech
"['that', 'new', 'nike', 'react', 'technology', 'on', 'that', 'running', 'shoe', 'is', 'giving', 'ultra', 'boosts', 'a', 'run', 'for', 'their', 'money']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['if', 'you', 'think', 'idris', 'elba', 'is', 'british', 'and', 'richard', 'spencer', 'is', 'not', 'you', 'are', 'probably', 'a', 'stupid', 'nigger', 'incapable', 'of', 'realizing', 'what', 'british', 'people', 'are']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['ancient', 'made', 'up', 'european', 'gods', 'and', 'ancient', 'made', 'up', 'kike', 'gods', 'are', 'the', 'exact', 'same', 'thing', 'if', 'you', 'are', 'not', 'worshiping', 'actual', 'god', 'you', 'are', 'worshipping', 'someone', 'else', 'that', 'someone', 'else', 'is', 'satan', 'does', 'not', 'matter', 'if', 'you', 'call', 'him', 'moloch', 'odin', 'or', 'your', 'ancestor', 'spirit', 'different', 'names', 'same', 'being']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['<user>', 'honestly', 'they', 'all', 'look', 'very', 'elegant', 'and', 'beautiful', 'you', 'have', 'put', 'so', 'much', 'hard', 'work', 'into', 'it']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['haha', 'you', 'keep', 'saying', 'bye', 'yet', 'you', 'yearn', 'for', 'more', 'seems', 'pretty', 'shitskin', 'tier', 'sad', 'tea', 'biscuit']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",offensive
"['what', 'about', 'whitewater', 'what', 'about', 'her', 'sending', 'goons', 'to', 'intimidate', 'bill', 'sexual', 'harassment', 'victims', 'what', 'about', 'her', 'defense', 'of', 'bill', 'even', 'though', 'he', 'has', 'raped', 'women', '\u200b']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",offensive
"['<user>', 'not', 'good', 'good', 'vs', 'bad', 'more', 'like', 'they', 'both', 'suck', 'choosing', 'sides', 'is', 'what', 'the', 'zionist', 'and', 'the', 'arabs', 'like', 'i', 'could', 'care', 'less', 'if', 'they', 'kill', 'each', 'other', 'nobloodforisrael', 'we', 'have', 'our', 'own', 'problems', 'our', 'gov', 'is', 'commitiing', 'high', 'treason', 'while', 'being', 'tyrannical']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['to', 'write', 'about', 'leftism', 'without', 'mentioning', 'jews', 'is', 'as', 'absurd', 'as', 'writing', 'about', 'milk', 'but', 'not', 'mentioning', 'cows', 'yet', 'it', 'done', 'all', 'the', 'time']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['<user>', 'i', 'wonder', 'how', 'all', 'the', 'victims', 'of', 'islamic', 'terrorisms', 'would', 'feel', 'knowing', 'that', 'there', 'a', 'camel', 'jockey', 'in', 'the', 'government']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",hatespeech
"['going', 'into', 'shelters', 'and', 'deporting', 'illegal', 'immigrants', 'is', 'morally', 'incorrect', 'but', 'the', 'government', 'does', 'not', 'run', 'solely', 'on', 'morals', 'and', 'i', 'think', 'before', 'you', 'guys', 'debate', 'it', 'understand', 'that', 'dealing', 'with', 'what', 'is', 'legal', 'and', 'illegal', 'is', 'the', 'job', 'of', 'our', 'government']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', '<user>', '<user>', '<user>', 'really', 'a', 'very', 'good', 'decision', 'plz', 'try', 'to', 'add', 'more', 'muslim', 'countries', 'so', 'that', 'wo', 'can', 'become', 'true', 'muslim', 'brothers']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['pigs', 'are', 'heavily', 'discriminated', 'by', 'racist', 'muslims', 'who', 'think', 'pigs', 'are', 'a', 'worthless', 'lifeform', 'while', 'placing', 'themselves', 'above', 'all', 'else']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['i', 'know', 'literally', 'dozens', 'of', 'mexican', 'immigrants', 'who', 'love', 'trump', 'because', 'he', '’', 'finally', 'tackling', 'the', 'real', 'issues', 'he', '’', 'not', 'a', 'racist']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['damn', 'you', 'to', 'hell', 'mitch', 'queer', 'mcconell']","[0, 0, 0, 0, 0, 1, 0]",offensive
"['where', 'are', 'all', 'the', 'conservative', 'white', 'men', 'where', 'are', 'all', 'the', 'white', 'women', 'defending', 'men', 'from', 'women', 'committing', 'perjury', 'in', 'the', 'divorce', 'courts', 'oh', 'that', 'right', 'they', 'are', 'cheering', 'as', 'men', 'commit', 'suicide', 'screw', 'you', 'bitches', 'look', 'after', 'yourselves', 'mgtow']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]",offensive
"['where', 'is', 'this', 'shit', 'coming', 'from', 'i', 'grew', 'up', 'in', 'the', 'cleveland', 'ghetto', 'in', 'the', '<number>', 'and', 'black', 'people', 'were', 'there', 'my', 'favorite', 'tool', 'in', 'my', 'pocket', 'was', 'an', '<number>', 'inch', 'stiletto', 'i', 'carried', 'always', 'nobody', 'ever', 'bothered', 'me']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['<user>', 'sit', 'tight', 'and', 'stfu', 'degenerate', 'uneducated', 'faggots']","[0, 0, 0, 0, 0, 1, 1, 1]",hatespeech
"['if', 'only', 'the', 'kike', 'loving', 'shabbos', 'goys', 'would', 'follow', 'your', 'advice', 'dude']","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",hatespeech
"['i', 'fucking', 'hate', 'it', 'here']","[0, 0, 0, 0, 0]",normal
"['this', 'neighbor', 'at', '<number>', 'has', 'plates', '3', 'd', 'on', 'his', 'black', 'audi', 'is', 'he', 'going', 'to', 'kill', 'me', '134', 'days', 'prior', 'to', 'valentines', 'day', 'or', 'is', 'he', 'just', 'an', 'anti', 'gay', 'bigot', 'who', 'likes', '3', 'd', 'printers', 'and', 'hates', 'on', 'faggots', 'now', 'he', 'has', 'backed', 'in', 'the', 'black', 'explorer']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'the', 'fact', 'that', 'you', 'had', '<number>', 'and', '<number>', 'mikes', '😭', '😭', 'and', 'some', 'vodkaa', 'bro', 'you', 'were', 'asking', 'for', 'it', 'u', 'cant', 'mix', 'four', 'loko', 'with', 'no', 'other', 'alcohol', 'unless', 'you', 'tryna', 'die']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'said', 'nazis', 'look', 'cool', 'pretty', 'much']","[0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'i', 'am', 'not', 'a', 'fan', 'of', 'violence', 'having', 'said', 'that', 'i', 'have', 'never', 'seen', 'a', 'more', 'punchable', 'face', 'that', 'the', 'twit', 'jared']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]",offensive
"['now', 'that', 'not', 'very', 'nice', 'you', 'should', 'think', 'about', 'what', 'you', 'have', 'done', 'about', 'those', 'sand', 'niggers', 'they', 'are', 'winning', 'look', 'at', 'them', 'with', 'strong', 'ruthless', 'men', 'and', 'we', 'are', 'losing', 'with', 'women', 'and', 'feminized', 'men', 'tells', 'you', 'a', 'bit', 'about', 'how', 'nature', 'rewards', 'things']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['i', 'thought', 'the', 'german', 'refugees', 'were', 'because', 'of', 'yet', 'another', 'french', 'invasion', 'of', 'their', 'homeland', 'the', 'vastly', 'more', 'common', 'historical', 'scenario', 'i', 'may', 'have', 'to', 'check', 'the', 'news', 'to', 'confirm']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'true', 'but', 'i', 'actually', 'looked', 'like', 'a', 'faggot', 'who', 'was', 'ready', 'to', 'suck', '<number>', 'big', 'black', 'cocks', 'and', 'also', 'might', 'shove', 'some', 'up', 'my', 'ass', 'too']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['he', 'disgusting', 'cuck', 'that', 'deserves', 'to', 'be', 'publicly', 'hanged', 'he', 'a', 'traitor', 'that', 'why', 'his', 'country', 'is', 'being', 'raped', 'and', 'pillaged']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['<user>', 'if', 'this', 'country', 'was', 'founded', 'my', 'muslims', 'it', 'would', 'be', 'an', 'oppressive', 'religiously', 'intolerant', 'regime', 'it', 'would', 'be', 'iran']","[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]",offensive
"['<user>', 'but', 'if', 'a', 'white', 'person', 'is', 'singing', 'a', 'song', 'that', 'says', 'nigga', 'in', 'it', 'people', 'get', 'mad', 'why', 'is', 'not', 'this', 'the', 'same', 'with', 'faggot', 'or', 'bitch', 'etc', 'because', 'the', 'n', 'word', 'is', 'used', 'differently', 'than', 'other', 'words', 'it', 'because', 'in', 'context', 'nigga', 'is', 'the', 'exception', 'not', 'the', 'rule']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['but', 'the', 'jews', 'did', 'not', 'believe', 'concerning', 'him', 'that', 'he', 'had', 'been', 'blind', 'and', 'received', 'his', 'sight', 'until', 'they', 'called', 'the', 'parents', 'of', 'him', 'that', 'had', 'received', 'his', 'sight', 'john', '<time>', 'faith', 'bible', 'god']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['rep', 'steve', 'cohen', 'of', 'tennessee', 'announced', 'thursday', 'he', 'is', 'introducing', 'articles', 'of', 'impeachment', 'against', 'president', 'trump', 'following', 'the', 'violence', 'in', 'virginia', 'gabfam']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', '<user>', 'are', 'they', 'considered', 'refugees', 'if', 'they', 'broke', 'the', 'law', 'before', 'the', 'storm', 'not', 'trolling', 'genuinely', 'curious', 'about', 'when', 'the', 'refugee', 'status', 'is', 'applied']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'i', 'mean', 'they', 'all', 'look', 'sickening', 'but', 'look', 'at', 'roseanne', 'can', 'you', 'blame', 'me']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['yikes', 'you', 'can', 'see', 'the', 'insanity', 'on', 'their', 'faces', 'and', 'all', 'men', 'flocking', 'together', 'as', 'if', 'for', 'security', 'i', 'bet', 'a', 'crowd', 'of', 'those', 'muslim', 'women', 'would', 'beat', 'the', 'hell', 'out', 'of', 'a', 'few', 'of', 'these', 'pathetic', 'muslim', 'wimpy', 'looking', 'excuses', 'for', 'men']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]",offensive
"['twitter', 'like', 'a', 'communist', 'and', 'nazi', 'bitch']","[0, 0, 0, 1, 1, 1, 1]",offensive
"['i', 'would', 'repatriate', 'all', 'mongoloid', 'negroids', 'if', 'i', 'had', 'the', 'power', 'at', 'this', 'very', 'moment', 'giving', 'each', 'negroid', 'and', 'mongoloid', 'as', 'many', 'jews', 'as', 'they', 'wanted', 'as', 'slaves', 'as', 'an', 'incentive', 'to', 'leave', 'until', 'all', 'of', 'them', 'were', 'gone']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['it', 'does', 'amuse', 'me', 'that', 'they', 'can', 'dish', 'it', 'out', 'all', 'day', 'but', 'they', 'can', 'not', 'take', 'it', 'especially', '<user>', 'that', 'faggot', 'has', 'zero', 'testicular', 'fortitude']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",offensive
